user_id,date,merchant,amount,location,category
U001,2/2/2025,Exxon,194.09,"Dallas, TX",Gas
U001,2/2/2025,Apple,305.93,"Cupertino, CA",Electronics
U001,2/3/2025,Target,124.35,"Minneapolis, MN",Retail
U001,2/3/2025,Shell,44.55,"Dallas, TX",Gas
U001,2/3/2025,Costco,48.59,"Plano, TX",Groceries
U001,2/4/2025,Starbucks,375.72,"Austin, TX",Dining
U001,2/4/2025,Amazon,203.41,"Seattle, WA",Online Shopping
U001,2/5/2025,Starbucks,213.57,"Austin, TX",Dining
U001,2/6/2025,Nike,119.69,"Beaverton, OR",Retail
U001,2/6/2025,Spotify,315.38,"New York, NY",Subscriptions
U001,2/7/2025,Delta Airlines,130.37,"Atlanta, GA",Travel
U001,2/8/2025,Apple,322.87,"Cupertino, CA",Electronics
U001,2/9/2025,Netflix,61.25,"Los Gatos, CA",Subscriptions
U001,2/9/2025,Delta Airlines,80.5,"Atlanta, GA",Travel
U001,2/10/2025,Exxon,49.36,"Dallas, TX",Gas
U001,2/10/2025,Lyft,301.81,"San Francisco, CA",Transportation
U001,2/10/2025,Kroger,373.65,"Plano, TX",Groceries
U001,2/11/2025,Uber,349.89,"New York, NY",Transportation
U001,2/11/2025,Spotify,302.24,"New York, NY",Subscriptions
U001,2/12/2025,Exxon,353.86,"Dallas, TX",Gas
U001,2/12/2025,Delta Airlines,211.66,"Atlanta, GA",Travel
U001,2/13/2025,Starbucks,164.43,"Austin, TX",Dining
U001,2/13/2025,Uber,147.8,"New York, NY",Transportation
U001,2/13/2025,Airbnb,77.93,"San Francisco, CA",Travel
U001,2/14/2025,Amazon,51.3,"Seattle, WA",Online Shopping
U001,2/15/2025,Target,372.13,"Minneapolis, MN",Retail
U001,2/15/2025,Chipotle,174.03,"Austin, TX",Dining
U001,2/15/2025,H-E-B,364.29,"Austin, TX",Groceries
U001,2/16/2025,DoorDash,69.39,"Seattle, WA",Dining
U001,2/16/2025,Spotify,238.89,"New York, NY",Subscriptions
U001,2/17/2025,Netflix,116.58,"Los Gatos, CA",Subscriptions
U001,2/18/2025,Sweetgreen,275.93,"New York, NY",Dining
U001,2/19/2025,Target,94.98,"Minneapolis, MN",Retail
U001,2/20/2025,Apple,261.53,"Cupertino, CA",Electronics
U001,2/21/2025,Netflix,300.58,"Los Gatos, CA",Subscriptions
U001,2/21/2025,Delta Airlines,171.2,"Atlanta, GA",Travel
U001,2/21/2025,Uber,212.11,"New York, NY",Transportation
U001,2/22/2025,Spotify,390.42,"New York, NY",Subscriptions
U001,2/22/2025,Apple,193.07,"Cupertino, CA",Electronics
U001,2/23/2025,H-E-B,36.41,"Austin, TX",Groceries
U001,2/23/2025,Uber,122.39,"New York, NY",Transportation
U001,2/24/2025,Costco,339.55,"Plano, TX",Groceries
U001,2/24/2025,Amazon,275.17,"Seattle, WA",Online Shopping
U001,2/25/2025,Amazon,356.97,"Seattle, WA",Online Shopping
U001,2/25/2025,Chipotle,265.71,"Austin, TX",Dining
U001,2/25/2025,Airbnb,316.13,"San Francisco, CA",Travel
U001,2/26/2025,Kroger,374.25,"Plano, TX",Groceries
U001,2/26/2025,Starbucks,248.09,"Austin, TX",Dining
U001,2/27/2025,Nike,136.15,"Beaverton, OR",Retail
U001,2/27/2025,Amazon,258.64,"Seattle, WA",Online Shopping
U001,2/27/2025,Chipotle,276.02,"Austin, TX",Dining
U001,2/28/2025,Amazon,168.4,"Seattle, WA",Online Shopping
U001,3/1/2025,Delta Airlines,94.1,"Atlanta, GA",Travel
U001,3/2/2025,Amazon,328.51,"Seattle, WA",Online Shopping
U001,3/2/2025,Lyft,58.03,"San Francisco, CA",Transportation
U001,3/3/2025,Lyft,130.15,"San Francisco, CA",Transportation
U001,3/3/2025,Netflix,341.03,"Los Gatos, CA",Subscriptions
U001,3/3/2025,Walmart,109.82,"Bentonville, AR",Retail
U001,3/4/2025,Airbnb,156.5,"San Francisco, CA",Travel
U001,3/4/2025,Exxon,71.02,"Dallas, TX",Gas
U001,3/5/2025,Chipotle,74.19,"Austin, TX",Dining
U001,3/5/2025,Kroger,117.6,"Plano, TX",Groceries
U001,3/5/2025,Apple,144.51,"Cupertino, CA",Electronics
U001,3/6/2025,Uber,128.01,"New York, NY",Transportation
U001,3/6/2025,Netflix,43.28,"Los Gatos, CA",Subscriptions
U001,3/6/2025,Netflix,172.92,"Los Gatos, CA",Subscriptions
U001,3/7/2025,Apple,357.17,"Cupertino, CA",Electronics
U001,3/7/2025,Amazon,362.2,"Seattle, WA",Online Shopping
U001,3/8/2025,Netflix,151.79,"Los Gatos, CA",Subscriptions
U001,3/9/2025,Walmart,31,"Bentonville, AR",Retail
U001,3/9/2025,Nike,347.7,"Beaverton, OR",Retail
U001,3/10/2025,Kroger,221.99,"Plano, TX",Groceries
U001,3/10/2025,Costco,202.39,"Plano, TX",Groceries
U001,3/10/2025,Apple,247.26,"Cupertino, CA",Electronics
U001,3/11/2025,Shell,362.31,"Dallas, TX",Gas
U001,3/11/2025,Starbucks,61.4,"Austin, TX",Dining
U001,3/11/2025,Uber,211.1,"New York, NY",Transportation
U001,3/12/2025,Netflix,55.17,"Los Gatos, CA",Subscriptions
U001,3/13/2025,H-E-B,202.59,"Austin, TX",Groceries
U001,3/13/2025,Lyft,62.85,"San Francisco, CA",Transportation
U001,3/13/2025,Starbucks,164.95,"Austin, TX",Dining
U001,3/14/2025,Spotify,57.34,"New York, NY",Subscriptions
U001,3/14/2025,Starbucks,352.07,"Austin, TX",Dining
U001,3/15/2025,Uber,275.56,"New York, NY",Transportation
U001,3/15/2025,Uber,333.68,"New York, NY",Transportation
U001,3/16/2025,Chipotle,319.67,"Austin, TX",Dining
U001,3/16/2025,Shell,201.31,"Dallas, TX",Gas
U001,3/17/2025,Costco,8.56,"Plano, TX",Groceries
U001,3/18/2025,Spotify,315.75,"New York, NY",Subscriptions
U001,3/18/2025,Nike,341.62,"Beaverton, OR",Retail
U001,3/19/2025,H-E-B,151,"Austin, TX",Groceries
U001,3/20/2025,Delta Airlines,228.38,"Atlanta, GA",Travel
U001,3/20/2025,Spotify,200.51,"New York, NY",Subscriptions
U001,3/21/2025,Exxon,239.45,"Dallas, TX",Gas
U001,3/22/2025,Starbucks,235.77,"Austin, TX",Dining
U001,3/22/2025,Spotify,360.51,"New York, NY",Subscriptions
U001,3/23/2025,Costco,241.17,"Plano, TX",Groceries
U001,3/23/2025,Exxon,111.26,"Dallas, TX",Gas
U001,3/24/2025,Target,107.34,"Minneapolis, MN",Retail
U001,3/24/2025,Target,332.18,"Minneapolis, MN",Retail
U001,3/25/2025,Shell,360.72,"Dallas, TX",Gas
U001,3/26/2025,Delta Airlines,261.08,"Atlanta, GA",Travel
U001,3/26/2025,United Airlines,32.7,"Chicago, IL",Travel
U001,3/27/2025,Nike,133.79,"Beaverton, OR",Retail
U001,3/27/2025,Walmart,92.56,"Bentonville, AR",Retail
U001,3/28/2025,Target,354.45,"Minneapolis, MN",Retail
U001,3/28/2025,Walmart,296.28,"Bentonville, AR",Retail
U001,3/29/2025,DoorDash,356.39,"Seattle, WA",Dining
U001,3/29/2025,Nike,332.22,"Beaverton, OR",Retail
U001,3/29/2025,DoorDash,93.76,"Seattle, WA",Dining
U001,3/30/2025,Apple,315.28,"Cupertino, CA",Electronics
U001,3/31/2025,Delta Airlines,92.84,"Atlanta, GA",Travel
U001,4/1/2025,United Airlines,335.4,"Chicago, IL",Travel
U001,4/2/2025,Walmart,187.59,"Bentonville, AR",Retail
U001,4/2/2025,Costco,292.86,"Plano, TX",Groceries
U001,4/2/2025,United Airlines,175.18,"Chicago, IL",Travel
U001,4/3/2025,DoorDash,47.51,"Seattle, WA",Dining
U001,4/4/2025,Exxon,38.15,"Dallas, TX",Gas
U001,4/5/2025,Airbnb,82.17,"San Francisco, CA",Travel
U001,4/5/2025,Shell,151.68,"Dallas, TX",Gas
U001,4/5/2025,Spotify,396.05,"New York, NY",Subscriptions
U001,4/6/2025,Amazon,85.99,"Seattle, WA",Online Shopping
U001,4/7/2025,H-E-B,51.52,"Austin, TX",Groceries
U001,4/7/2025,Spotify,325.51,"New York, NY",Subscriptions
U001,4/8/2025,Amazon,41.74,"Seattle, WA",Online Shopping
U001,4/8/2025,Apple,39.17,"Cupertino, CA",Electronics
U001,4/9/2025,Apple,130.65,"Cupertino, CA",Electronics
U001,4/9/2025,Chipotle,111.38,"Austin, TX",Dining
U001,4/9/2025,Amazon,114.91,"Seattle, WA",Online Shopping
U001,4/10/2025,Amazon,53.78,"Seattle, WA",Online Shopping
U001,4/11/2025,Kroger,315.53,"Plano, TX",Groceries
U001,4/11/2025,Lyft,389.44,"San Francisco, CA",Transportation
U001,4/11/2025,Netflix,167.44,"Los Gatos, CA",Subscriptions
U001,4/12/2025,DoorDash,268.11,"Seattle, WA",Dining
U001,4/12/2025,Kroger,185.55,"Plano, TX",Groceries
U001,4/13/2025,Chipotle,242.99,"Austin, TX",Dining
U001,4/13/2025,Chipotle,29.81,"Austin, TX",Dining
U001,4/14/2025,Spotify,14.25,"New York, NY",Subscriptions
U001,4/14/2025,Walmart,202.31,"Bentonville, AR",Retail
U001,4/15/2025,Chipotle,124.57,"Austin, TX",Dining
U001,4/15/2025,Costco,399.91,"Plano, TX",Groceries
U001,4/16/2025,Spotify,374.79,"New York, NY",Subscriptions
U001,4/16/2025,Apple,107.18,"Cupertino, CA",Electronics
U001,4/17/2025,Chipotle,25.56,"Austin, TX",Dining
U001,4/17/2025,Sweetgreen,186.15,"New York, NY",Dining
U001,4/17/2025,Amazon,254.21,"Seattle, WA",Online Shopping
U001,4/18/2025,Lyft,62.49,"San Francisco, CA",Transportation
U001,4/18/2025,Chipotle,112.17,"Austin, TX",Dining
U001,4/19/2025,Chipotle,143.33,"Austin, TX",Dining
U001,4/19/2025,Amazon,331.89,"Seattle, WA",Online Shopping
U001,4/19/2025,Sweetgreen,42.93,"New York, NY",Dining
U001,4/20/2025,Kroger,67.85,"Plano, TX",Groceries
U001,4/21/2025,Amazon,8.59,"Seattle, WA",Online Shopping
U001,4/21/2025,Netflix,240.74,"Los Gatos, CA",Subscriptions
U001,4/21/2025,DoorDash,397.27,"Seattle, WA",Dining
U001,4/22/2025,Starbucks,382.5,"Austin, TX",Dining
U001,4/23/2025,Apple,174.91,"Cupertino, CA",Electronics
U001,4/23/2025,Nike,367.93,"Beaverton, OR",Retail
U001,4/24/2025,Starbucks,113.33,"Austin, TX",Dining
U001,4/25/2025,Exxon,70.95,"Dallas, TX",Gas
U001,4/25/2025,Apple,223.23,"Cupertino, CA",Electronics
U001,4/25/2025,Delta Airlines,322.75,"Atlanta, GA",Travel
U001,4/26/2025,Chipotle,195.4,"Austin, TX",Dining
U001,4/27/2025,Starbucks,273.21,"Austin, TX",Dining
U001,4/27/2025,Target,36.29,"Minneapolis, MN",Retail
U001,4/28/2025,Spotify,152.41,"New York, NY",Subscriptions
U001,4/29/2025,Spotify,32.78,"New York, NY",Subscriptions
U001,4/29/2025,Nike,105.74,"Beaverton, OR",Retail
U001,4/29/2025,Walmart,368.33,"Bentonville, AR",Retail
U001,4/30/2025,Spotify,183.71,"New York, NY",Subscriptions
U001,4/30/2025,Chipotle,131.86,"Austin, TX",Dining
U001,4/30/2025,Airbnb,169.16,"San Francisco, CA",Travel
U001,5/1/2025,Netflix,96.73,"Los Gatos, CA",Subscriptions
U001,5/2/2025,Uber,32.79,"New York, NY",Transportation
U001,5/3/2025,Airbnb,312.97,"San Francisco, CA",Travel
U001,5/3/2025,Lyft,299.97,"San Francisco, CA",Transportation
U001,5/3/2025,Shell,193.65,"Dallas, TX",Gas
U001,5/4/2025,Uber,39.53,"New York, NY",Transportation
U001,5/4/2025,Costco,118.53,"Plano, TX",Groceries
U001,5/5/2025,Lyft,74.09,"San Francisco, CA",Transportation
U001,5/5/2025,Uber,264.96,"New York, NY",Transportation
U001,5/6/2025,Starbucks,347.54,"Austin, TX",Dining
U001,5/6/2025,Uber,153.99,"New York, NY",Transportation
U001,5/7/2025,Costco,233.17,"Plano, TX",Groceries
U001,5/7/2025,Starbucks,275.06,"Austin, TX",Dining
U001,5/7/2025,Exxon,173.81,"Dallas, TX",Gas
U001,5/8/2025,United Airlines,279.05,"Chicago, IL",Travel
U001,5/9/2025,Walmart,235.8,"Bentonville, AR",Retail
U001,5/9/2025,Exxon,174.84,"Dallas, TX",Gas
U001,5/10/2025,Exxon,130.58,"Dallas, TX",Gas
U001,5/10/2025,Nike,339.32,"Beaverton, OR",Retail
U001,5/10/2025,Sweetgreen,306.46,"New York, NY",Dining
U001,5/11/2025,Apple,113.96,"Cupertino, CA",Electronics
U001,5/12/2025,Delta Airlines,28.51,"Atlanta, GA",Travel
U001,5/12/2025,Lyft,292.47,"San Francisco, CA",Transportation
U001,5/12/2025,DoorDash,139.29,"Seattle, WA",Dining
U001,5/13/2025,Chipotle,62.74,"Austin, TX",Dining
U001,5/13/2025,Apple,309.76,"Cupertino, CA",Electronics
U001,5/13/2025,Airbnb,285.75,"San Francisco, CA",Travel
U001,5/14/2025,Apple,274.84,"Cupertino, CA",Electronics
U001,5/14/2025,Starbucks,362.38,"Austin, TX",Dining
U001,5/15/2025,Kroger,167.41,"Plano, TX",Groceries
U001,5/15/2025,Walmart,48.33,"Bentonville, AR",Retail
U001,5/15/2025,Apple,104.35,"Cupertino, CA",Electronics
U001,5/16/2025,Exxon,291.7,"Dallas, TX",Gas
U001,5/17/2025,Uber,358.72,"New York, NY",Transportation
U001,5/17/2025,H-E-B,59.6,"Austin, TX",Groceries
U001,5/18/2025,Uber,157.18,"New York, NY",Transportation
U001,5/19/2025,Nike,79.37,"Beaverton, OR",Retail
U001,5/19/2025,Shell,290.36,"Dallas, TX",Gas
U001,5/19/2025,Starbucks,238.51,"Austin, TX",Dining
U001,5/20/2025,Shell,157.79,"Dallas, TX",Gas
U001,5/21/2025,Airbnb,343.43,"San Francisco, CA",Travel
U001,5/21/2025,Lyft,202.76,"San Francisco, CA",Transportation
U001,5/21/2025,Walmart,294.14,"Bentonville, AR",Retail
U001,5/22/2025,Airbnb,290.69,"San Francisco, CA",Travel
U001,5/22/2025,Shell,88.45,"Dallas, TX",Gas
U001,5/22/2025,Sweetgreen,385.51,"New York, NY",Dining
U001,5/23/2025,Nike,14.24,"Beaverton, OR",Retail
U001,5/23/2025,Kroger,33.49,"Plano, TX",Groceries
U001,5/24/2025,Delta Airlines,296.26,"Atlanta, GA",Travel
U001,5/24/2025,DoorDash,241.41,"Seattle, WA",Dining
U001,5/25/2025,Apple,136.97,"Cupertino, CA",Electronics
U001,5/25/2025,Nike,387.31,"Beaverton, OR",Retail
U001,5/25/2025,Chipotle,112.86,"Austin, TX",Dining
U001,5/26/2025,DoorDash,101.08,"Seattle, WA",Dining
U001,5/27/2025,H-E-B,131.2,"Austin, TX",Groceries
U001,5/28/2025,DoorDash,126.93,"Seattle, WA",Dining
U001,5/29/2025,Uber,79.43,"New York, NY",Transportation
U001,5/29/2025,Kroger,375.12,"Plano, TX",Groceries
U001,5/30/2025,Kroger,362,"Plano, TX",Groceries
U001,5/30/2025,Kroger,138.84,"Plano, TX",Groceries
U001,5/31/2025,Walmart,104.38,"Bentonville, AR",Retail
U001,5/31/2025,Walmart,356.63,"Bentonville, AR",Retail
U001,5/31/2025,Target,85.2,"Minneapolis, MN",Retail
U001,6/1/2025,Target,238.04,"Minneapolis, MN",Retail
U001,6/1/2025,Delta Airlines,324.71,"Atlanta, GA",Travel
U001,6/1/2025,Apple,65.07,"Cupertino, CA",Electronics
U001,6/2/2025,Costco,136.12,"Plano, TX",Groceries
U001,6/2/2025,Starbucks,396.13,"Austin, TX",Dining
U001,6/3/2025,Airbnb,18.86,"San Francisco, CA",Travel
U001,6/4/2025,Delta Airlines,159.14,"Atlanta, GA",Travel
U001,6/4/2025,Delta Airlines,388.87,"Atlanta, GA",Travel
U001,6/5/2025,DoorDash,210.56,"Seattle, WA",Dining
U001,6/5/2025,Nike,363.35,"Beaverton, OR",Retail
U001,6/6/2025,Kroger,68.3,"Plano, TX",Groceries
U001,6/6/2025,Lyft,316.55,"San Francisco, CA",Transportation
U001,6/6/2025,Target,169.91,"Minneapolis, MN",Retail
U001,6/7/2025,DoorDash,275.57,"Seattle, WA",Dining
U001,6/7/2025,Kroger,51.7,"Plano, TX",Groceries
U001,6/8/2025,Lyft,214.16,"San Francisco, CA",Transportation
U001,6/8/2025,Apple,311.72,"Cupertino, CA",Electronics
U001,6/8/2025,Starbucks,80.35,"Austin, TX",Dining
U001,6/9/2025,Sweetgreen,160.38,"New York, NY",Dining
U001,6/9/2025,Chipotle,67.77,"Austin, TX",Dining
U001,6/9/2025,Airbnb,34.44,"San Francisco, CA",Travel
U001,6/10/2025,Costco,152.23,"Plano, TX",Groceries
U001,6/11/2025,Delta Airlines,68.08,"Atlanta, GA",Travel
U001,6/11/2025,Uber,369.06,"New York, NY",Transportation
U001,6/11/2025,Shell,16.78,"Dallas, TX",Gas
U001,6/12/2025,Uber,98.11,"New York, NY",Transportation
U001,6/12/2025,H-E-B,117.82,"Austin, TX",Groceries
U001,6/12/2025,Spotify,81.98,"New York, NY",Subscriptions
U001,6/13/2025,Airbnb,85.67,"San Francisco, CA",Travel
U001,6/14/2025,Starbucks,119.41,"Austin, TX",Dining
U001,6/15/2025,Costco,21.75,"Plano, TX",Groceries
U001,6/16/2025,Nike,229.97,"Beaverton, OR",Retail
U001,6/16/2025,United Airlines,114.76,"Chicago, IL",Travel
U001,6/16/2025,Starbucks,240.74,"Austin, TX",Dining
U001,6/17/2025,Kroger,197.35,"Plano, TX",Groceries
U001,6/18/2025,Costco,21.26,"Plano, TX",Groceries
U001,6/18/2025,United Airlines,114.99,"Chicago, IL",Travel
U001,6/18/2025,Lyft,129.76,"San Francisco, CA",Transportation
U001,6/19/2025,Netflix,92.31,"Los Gatos, CA",Subscriptions
U001,6/19/2025,United Airlines,393.81,"Chicago, IL",Travel
U001,6/20/2025,Apple,179.11,"Cupertino, CA",Electronics
U001,6/20/2025,Spotify,217.3,"New York, NY",Subscriptions
U001,6/20/2025,Chipotle,14.82,"Austin, TX",Dining
U001,6/21/2025,Starbucks,162.28,"Austin, TX",Dining
U001,6/21/2025,Sweetgreen,199.08,"New York, NY",Dining
U001,6/21/2025,Chipotle,397.88,"Austin, TX",Dining
U001,6/22/2025,Nike,166.72,"Beaverton, OR",Retail
U001,6/22/2025,Uber,231.29,"New York, NY",Transportation
U001,6/23/2025,Amazon,209.66,"Seattle, WA",Online Shopping
U001,6/24/2025,DoorDash,136.83,"Seattle, WA",Dining
U001,6/24/2025,Amazon,298.32,"Seattle, WA",Online Shopping
U001,6/24/2025,Walmart,89.95,"Bentonville, AR",Retail
U001,6/25/2025,Sweetgreen,204.06,"New York, NY",Dining
U001,6/25/2025,Shell,263.14,"Dallas, TX",Gas
U001,6/26/2025,Uber,326.92,"New York, NY",Transportation
U001,6/26/2025,United Airlines,100.53,"Chicago, IL",Travel
U001,6/26/2025,Spotify,370.85,"New York, NY",Subscriptions
U001,6/27/2025,Shell,138.65,"Dallas, TX",Gas
U001,6/27/2025,Starbucks,330.48,"Austin, TX",Dining
U001,6/28/2025,Lyft,289.82,"San Francisco, CA",Transportation
U001,6/29/2025,DoorDash,101.97,"Seattle, WA",Dining
U002,1/1/2025,Amazon,147.17,"Seattle, WA",Online Shopping
U002,1/1/2025,Walmart,394.13,"Bentonville, AR",Retail
U002,1/2/2025,Amazon,288.88,"Seattle, WA",Online Shopping
U002,1/3/2025,United Airlines,363.8,"Chicago, IL",Travel
U002,1/3/2025,Exxon,174.92,"Dallas, TX",Gas
U002,1/4/2025,Kroger,34.72,"Plano, TX",Groceries
U002,1/5/2025,Sweetgreen,367.63,"New York, NY",Dining
U002,1/5/2025,Uber,114.17,"New York, NY",Transportation
U002,1/6/2025,Costco,90.95,"Plano, TX",Groceries
U002,1/7/2025,Target,361.99,"Minneapolis, MN",Retail
U002,1/7/2025,DoorDash,386.57,"Seattle, WA",Dining
U002,1/8/2025,Target,265.88,"Minneapolis, MN",Retail
U002,1/9/2025,Chipotle,339.84,"Austin, TX",Dining
U002,1/9/2025,Costco,83.09,"Plano, TX",Groceries
U002,1/10/2025,Chipotle,169.61,"Austin, TX",Dining
U002,1/10/2025,Kroger,9.26,"Plano, TX",Groceries
U002,1/10/2025,Target,64.92,"Minneapolis, MN",Retail
U002,1/11/2025,Kroger,252.63,"Plano, TX",Groceries
U002,1/11/2025,Costco,234.95,"Plano, TX",Groceries
U002,1/12/2025,Exxon,367.22,"Dallas, TX",Gas
U002,1/12/2025,United Airlines,80.15,"Chicago, IL",Travel
U002,1/12/2025,Lyft,121.55,"San Francisco, CA",Transportation
U002,1/13/2025,United Airlines,175.29,"Chicago, IL",Travel
U002,1/14/2025,Apple,315.3,"Cupertino, CA",Electronics
U002,1/15/2025,Kroger,214.76,"Plano, TX",Groceries
U002,1/15/2025,Shell,384.98,"Dallas, TX",Gas
U002,1/16/2025,Airbnb,322.86,"San Francisco, CA",Travel
U002,1/16/2025,Target,315.97,"Minneapolis, MN",Retail
U002,1/17/2025,Amazon,390.16,"Seattle, WA",Online Shopping
U002,1/18/2025,Spotify,162.53,"New York, NY",Subscriptions
U002,1/18/2025,Nike,325.47,"Beaverton, OR",Retail
U002,1/18/2025,Nike,198.52,"Beaverton, OR",Retail
U002,1/19/2025,Delta Airlines,69.32,"Atlanta, GA",Travel
U002,1/19/2025,Starbucks,172.17,"Austin, TX",Dining
U002,1/20/2025,Shell,100.53,"Dallas, TX",Gas
U002,1/21/2025,Target,333.07,"Minneapolis, MN",Retail
U002,1/22/2025,Exxon,70.35,"Dallas, TX",Gas
U002,1/22/2025,Apple,230.33,"Cupertino, CA",Electronics
U002,1/22/2025,Airbnb,269.12,"San Francisco, CA",Travel
U002,1/23/2025,Nike,105.1,"Beaverton, OR",Retail
U002,1/23/2025,Uber,357.56,"New York, NY",Transportation
U002,1/24/2025,H-E-B,249.75,"Austin, TX",Groceries
U002,1/25/2025,Walmart,261.97,"Bentonville, AR",Retail
U002,1/26/2025,Kroger,311.06,"Plano, TX",Groceries
U002,1/26/2025,Nike,27.62,"Beaverton, OR",Retail
U002,1/27/2025,Amazon,155.46,"Seattle, WA",Online Shopping
U002,1/28/2025,Chipotle,152.99,"Austin, TX",Dining
U002,1/29/2025,Exxon,137.8,"Dallas, TX",Gas
U002,1/30/2025,Walmart,349.53,"Bentonville, AR",Retail
U002,1/30/2025,Nike,365.98,"Beaverton, OR",Retail
U002,1/30/2025,Shell,86.4,"Dallas, TX",Gas
U002,1/31/2025,Delta Airlines,202.29,"Atlanta, GA",Travel
U002,1/31/2025,Walmart,352.22,"Bentonville, AR",Retail
U002,2/1/2025,Kroger,43.05,"Plano, TX",Groceries
U002,2/1/2025,Sweetgreen,304.82,"New York, NY",Dining
U002,2/2/2025,Shell,231.89,"Dallas, TX",Gas
U002,2/2/2025,Target,392.84,"Minneapolis, MN",Retail
U002,2/3/2025,DoorDash,184.61,"Seattle, WA",Dining
U002,2/3/2025,Netflix,162.19,"Los Gatos, CA",Subscriptions
U002,2/4/2025,Shell,187.57,"Dallas, TX",Gas
U002,2/4/2025,Shell,139.11,"Dallas, TX",Gas
U002,2/4/2025,Sweetgreen,160.31,"New York, NY",Dining
U002,2/5/2025,DoorDash,61.7,"Seattle, WA",Dining
U002,2/6/2025,United Airlines,370.55,"Chicago, IL",Travel
U002,2/7/2025,Exxon,49.94,"Dallas, TX",Gas
U002,2/7/2025,Shell,8.44,"Dallas, TX",Gas
U002,2/7/2025,Lyft,122.89,"San Francisco, CA",Transportation
U002,2/8/2025,DoorDash,219.33,"Seattle, WA",Dining
